,Additions,Deletions,Changes,AmountOfFiles,UserEmail,MessageLength,Timestamp,RepositoryName,RepositoryOwner,RepositoryBranch
10,11697,0,11697,11,nnoakes,20,2016-09-26 03:07:40+00:00,CSE2341-16F,SMUCSE2341,nnoakes
11,59,62,121,3,nnoakes,20,2016-09-26 02:15:19+00:00,CSE2341-16F,SMUCSE2341,nnoakes
12,171,72,243,5,nnoakes,20,2016-09-25 23:23:34+00:00,CSE2341-16F,SMUCSE2341,nnoakes
13,557,106,663,11,Erik Gabrielsen,75,2016-09-25 19:23:26+00:00,CSE2341-16F,SMUCSE2341,nnoakes
14,10977,0,10977,6,nnoakes,20,2016-09-23 21:11:09+00:00,CSE2341-16F,SMUCSE2341,nnoakes
15,557,106,663,11,nnoakes,51,2016-09-19 10:06:56+00:00,CSE2341-16F,SMUCSE2341,nnoakes
16,288,0,288,3,Erik Gabrielsen,86,2016-09-13 07:01:54+00:00,CSE2341-16F,SMUCSE2341,nnoakes
17,11145,0,11145,10,nnoakes,67,2016-09-06 08:56:11+00:00,CSE2341-16F,SMUCSE2341,nnoakes
18,11145,0,11145,10,nnoakes,44,2016-09-06 08:55:31+00:00,CSE2341-16F,SMUCSE2341,nnoakes
19,288,0,288,3,nnoakes,33,2016-08-25 21:07:52+00:00,CSE2341-16F,SMUCSE2341,nnoakes
20,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,nnoakes
0,9,0,9,1,justinledford,69,2016-09-06 22:41:55+00:00,CSE2341-16F,SMUCSE2341,aingrando
1,9,0,9,1,aingrando,13,2016-08-26 21:17:37+00:00,CSE2341-16F,SMUCSE2341,aingrando
2,0,0,0,1,aingrando,21,2016-08-26 21:04:45+00:00,CSE2341-16F,SMUCSE2341,aingrando
3,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,aingrando
0,521,0,521,6,justinledford,66,2016-09-06 22:54:48+00:00,CSE2341-16F,SMUCSE2341,Chivalry100
1,521,0,521,6,MOhammad Alhaji,18,2016-08-30 22:59:31+00:00,CSE2341-16F,SMUCSE2341,Chivalry100
2,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,Chivalry100
0,521,0,521,6,justinledford,65,2016-09-06 22:47:19+00:00,CSE2341-16F,SMUCSE2341,AlejandroElosua
1,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,AlejandroElosua
2,521,0,521,6,Alejandro Elosua,18,2016-08-24 20:13:32+00:00,CSE2341-16F,SMUCSE2341,AlejandroElosua
0,12737,0,12737,15,Erik Gabrielsen,54,2016-11-18 07:11:07+00:00,CSE2341-16F,SMUCSE2341,isobieski
1,986,0,986,8,Erik Gabrielsen,67,2016-11-18 07:07:27+00:00,CSE2341-16F,SMUCSE2341,isobieski
2,41,1,42,3,isobieski,27,2016-11-09 11:58:15+00:00,CSE2341-16F,SMUCSE2341,isobieski
3,12697,0,12697,14,isobieski,20,2016-11-09 11:46:54+00:00,CSE2341-16F,SMUCSE2341,isobieski
4,986,0,986,8,isobieski,40,2016-10-24 06:36:39+00:00,CSE2341-16F,SMUCSE2341,isobieski
5,10517,10,10527,6,Erik Gabrielsen,70,2016-10-24 00:07:22+00:00,CSE2341-16F,SMUCSE2341,isobieski
6,1,1,2,1,Erik Gabrielsen,58,2016-10-24 00:05:18+00:00,CSE2341-16F,SMUCSE2341,isobieski
7,10517,10,10527,6,isobieski,16,2016-10-17 10:51:33+00:00,CSE2341-16F,SMUCSE2341,isobieski
8,1,1,2,1,isobieski,5,2016-10-12 07:58:16+00:00,CSE2341-16F,SMUCSE2341,isobieski
9,23167,0,23167,24,isobieski,56,2016-10-12 07:50:47+00:00,CSE2341-16F,SMUCSE2341,isobieski
10,112,63,175,9,isobieski,11,2016-10-12 07:46:28+00:00,CSE2341-16F,SMUCSE2341,isobieski
11,639,37,676,14,isobieski,27,2016-10-12 06:04:22+00:00,CSE2341-16F,SMUCSE2341,isobieski
12,11258,0,11258,8,isobieski,41,2016-09-26 09:08:34+00:00,CSE2341-16F,SMUCSE2341,isobieski
13,11258,0,11258,8,isobieski,41,2016-09-26 09:07:09+00:00,CSE2341-16F,SMUCSE2341,isobieski
14,908,25,933,11,Erik Gabrielsen,54,2016-09-26 00:10:38+00:00,CSE2341-16F,SMUCSE2341,isobieski
15,212,92,304,8,isobieski,37,2016-09-21 09:58:32+00:00,CSE2341-16F,SMUCSE2341,isobieski
16,785,22,807,11,isobieski,34,2016-09-21 05:15:08+00:00,CSE2341-16F,SMUCSE2341,isobieski
17,727,0,727,9,Erik Gabrielsen,54,2016-09-18 21:13:40+00:00,CSE2341-16F,SMUCSE2341,isobieski
18,278,2,280,4,isobieski,29,2016-09-08 06:36:03+00:00,CSE2341-16F,SMUCSE2341,isobieski
19,451,0,451,6,isobieski,15,2016-09-07 21:39:16+00:00,CSE2341-16F,SMUCSE2341,isobieski
20,13,0,13,1,justinledford,69,2016-09-06 23:00:47+00:00,CSE2341-16F,SMUCSE2341,isobieski
21,13,0,13,1,isobieski,22,2016-08-29 02:31:53+00:00,CSE2341-16F,SMUCSE2341,isobieski
22,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,isobieski
0,551,80,631,12,justinledford,66,2016-09-26 01:09:41+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
1,0,194,194,1,jacobhillman1,26,2016-09-19 05:44:01+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
2,0,4,4,1,jacobhillman1,16,2016-09-19 05:43:15+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
3,0,3,3,1,jacobhillman1,17,2016-09-19 05:43:06+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
4,3,3,6,2,Jacob Hillman,21,2016-09-19 05:41:08+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
5,259,414,673,10,Jacob Hillman,14,2016-09-19 05:04:35+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
6,58,3,61,5,Jacob Hillman,37,2016-09-19 02:00:40+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
7,61,10,71,4,Jacob Hillman,75,2016-09-18 21:06:35+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
8,90,9,99,5,Jacob Hillman,53,2016-09-18 20:21:08+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
9,75,32,107,6,Jacob Hillman,42,2016-09-18 19:01:41+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
10,251,15,266,9,Jacob Hillman,76,2016-09-18 03:08:57+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
11,591,230,821,12,Jacob Hillman,16,2016-09-16 03:33:28+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
12,11652,0,11652,10,justinledford,66,2016-09-15 21:47:08+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
13,66,5,71,5,Jacob Hillman,16,2016-09-15 06:14:12+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
14,25,3,28,2,Jacob Hillman,24,2016-09-13 19:36:18+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
15,37,3,40,3,Jacob Hillman,25,2016-09-13 17:21:56+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
16,133,56,189,3,Jacob Hillman,81,2016-09-13 06:12:26+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
17,117,77,194,2,Jacob Hillman,78,2016-09-12 20:38:20+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
18,58,33,91,2,Jacob Hillman,28,2016-09-12 16:41:43+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
19,62,55,117,3,Jacob Hillman,70,2016-09-10 22:00:06+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
20,525,0,525,5,justinledford,66,2016-09-06 23:01:11+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
21,33,9,42,1,Jacob Hillman,26,2016-09-06 06:39:19+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
22,134,14,148,5,Jacob Hillman,89,2016-09-06 06:30:26+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
23,108,22,130,6,Jacob Hillman,55,2016-09-06 03:26:06+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
24,42,16,58,4,Jacob Hillman,37,2016-09-06 01:13:49+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
25,18,8,26,3,Jacob Hillman,33,2016-09-05 22:47:16+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
26,37,15,52,3,Jacob Hillman,25,2016-09-05 22:34:13+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
27,19,24,43,2,Jacob Hillman,36,2016-09-05 20:55:52+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
28,11016,45,11061,7,Jacob Hillman,41,2016-09-05 19:44:28+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
29,112,0,112,2,Jacob Hillman,15,2016-08-29 20:34:41+00:00,CSE2341-16F,SMUCSE2341,jacobhillman1
0,13,0,13,2,justinledford,81,2016-09-06 22:48:19+00:00,CSE2341-16F,SMUCSE2341,amoino
1,13,0,13,2,amoino,20,2016-08-29 07:49:56+00:00,CSE2341-16F,SMUCSE2341,amoino
2,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,amoino
0,12050,0,12050,16,Erik Gabrielsen,76,2016-10-21 01:46:14+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
1,10887,0,10887,5,Erik Gabrielsen,70,2016-10-16 18:07:52+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
2,68,0,68,2,Arbalest007,20,2016-10-12 05:24:48+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
3,11037,0,11037,6,Arbalest007,20,2016-10-12 05:20:44+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
4,1,0,1,1,Arbalest007,15,2016-10-12 05:20:20+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
5,943,0,943,8,Arbalest007,20,2016-10-12 05:19:16+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
6,1,0,1,1,Arbalest007,15,2016-10-12 05:18:33+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
7,23,36,59,2,Arbalest007,159,2016-09-26 20:35:04+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
8,11928,361,12289,18,Arbalest007,92,2016-09-26 17:14:43+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
9,0,0,0,0,Arbalest007,92,2016-09-26 07:05:20+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
10,10900,0,10900,5,Arbalest007,23,2016-09-26 07:04:04+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
11,0,0,0,0,Erik Gabrielsen,89,2016-09-25 18:21:58+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
12,12167,0,12167,13,Erik Gabrielsen,93,2016-09-25 18:17:14+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
13,12167,0,12167,13,Arbalest007,20,2016-09-19 06:43:40+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
14,0,54,54,1,Arbalest007,158,2016-09-19 05:18:21+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
15,58,1,59,2,Arbalest007,131,2016-09-19 05:17:00+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
16,1024,360,1384,13,Arbalest007,25,2016-09-19 04:51:13+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
17,11500,0,11500,7,Arbalest007,116,2016-09-12 15:45:29+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
18,10,0,10,1,justinledford,69,2016-09-06 22:49:59+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
19,10911,0,10911,5,Arbalest007,67,2016-09-06 05:24:00+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
20,589,0,589,2,Arbalest007,35,2016-09-06 05:20:45+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
21,10,0,10,1,Arbalest007,22,2016-08-29 05:02:28+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
22,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,Arbalest007
0,11378,0,11378,13,Erik Gabrielsen,62,2016-10-24 00:02:47+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
1,11378,0,11378,13,Jevon Shaw,15,2016-09-26 05:19:24+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
2,11293,0,11293,9,Erik Gabrielsen,54,2016-09-25 22:34:55+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
3,11152,96,11248,10,Jevon Shaw,25,2016-09-19 07:19:10+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
4,9,1,10,1,Jevon Shaw,16,2016-09-10 04:43:42+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
5,11,0,11,1,Jevon Shaw,20,2016-09-08 05:36:06+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
6,39,0,39,1,Jevon Shaw,25,2016-09-08 05:31:41+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
7,91,0,91,1,Jevon Shaw,22,2016-09-08 05:29:09+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
8,88,0,88,2,Jevon Shaw,17,2016-09-08 05:22:10+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
9,9,0,9,1,justinledford,69,2016-09-06 23:02:33+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
10,9,0,9,1,Jevon Shaw,17,2016-08-27 18:27:13+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
11,0,9,9,1,Jevon Shaw,19,2016-08-27 17:56:37+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
12,9,0,9,2,Jevon Shaw,19,2016-08-27 17:47:51+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
13,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,jevonshaw
0,10765,0,10765,5,Erik Gabrielsen,76,2016-09-25 18:27:12+00:00,CSE2341-16F,SMUCSE2341,danpingl
1,286,0,286,3,justinledford,76,2016-09-06 22:57:20+00:00,CSE2341-16F,SMUCSE2341,danpingl
2,10765,0,10765,5,danpingl,20,2016-09-06 08:06:05+00:00,CSE2341-16F,SMUCSE2341,danpingl
3,286,0,286,3,danpingl,20,2016-09-01 06:08:32+00:00,CSE2341-16F,SMUCSE2341,danpingl
4,0,34,34,1,danpingl,17,2016-09-01 06:07:39+00:00,CSE2341-16F,SMUCSE2341,danpingl
5,0,181,181,1,danpingl,17,2016-09-01 06:07:31+00:00,CSE2341-16F,SMUCSE2341,danpingl
6,0,10509,10509,1,danpingl,16,2016-09-01 06:07:22+00:00,CSE2341-16F,SMUCSE2341,danpingl
7,0,85,85,1,danpingl,16,2016-09-01 06:06:58+00:00,CSE2341-16F,SMUCSE2341,danpingl
8,0,34,34,1,danpingl,15,2016-09-01 06:06:25+00:00,CSE2341-16F,SMUCSE2341,danpingl
9,10843,0,10843,5,danpingl,20,2016-08-31 14:08:05+00:00,CSE2341-16F,SMUCSE2341,danpingl
10,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,danpingl
0,15291,0,15291,19,Erik Gabrielsen,86,2016-11-18 06:57:52+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
1,876,0,876,7,Erik Gabrielsen,82,2016-11-18 06:57:48+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
2,15291,0,15291,19,Kelsey Shipman,58,2016-11-11 10:42:54+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
3,219,28,247,3,Kelsey Shipman,25,2016-10-24 03:53:48+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
4,13233,0,13233,27,Erik Gabrielsen,91,2016-10-24 00:03:05+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
5,685,0,685,7,Kelsey Shipman,34,2016-10-19 13:55:07+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
6,1,1,2,1,Kelsey Shipman,7,2016-10-12 14:30:15+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
7,472,241,713,16,Kelsey Shipman,13,2016-10-12 03:26:19+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
8,601,835,1436,18,Kelsey Shipman,38,2016-10-12 03:19:50+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
9,28,0,28,1,Kelsey Shipman,17,2016-10-12 02:45:10+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
10,1130,559,1689,19,Kelsey Shipman,34,2016-10-12 02:42:49+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
11,0,0,0,0,Kelsey Shipman,38,2016-10-12 02:38:11+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
12,0,0,0,0,Kelsey Shipman,18,2016-10-12 02:36:51+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
13,1015,45,1060,23,Kelsey Shipman,76,2016-10-08 22:50:25+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
14,0,732,732,3,Kelsey Shipman,18,2016-09-26 00:58:45+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
15,12399,0,12399,10,Kelsey Shipman,56,2016-09-26 00:44:26+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
16,12748,884,13632,22,Erik Gabrielsen,54,2016-09-25 22:41:45+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
17,1,0,1,1,Kelsey Shipman,15,2016-09-19 14:25:38+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
18,0,250,250,1,Kelsey Shipman,22,2016-09-19 08:25:48+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
19,1,1,2,1,Kelsey Shipman,16,2016-09-19 08:06:27+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
20,344,708,1052,10,Kelsey Shipman,13,2016-09-19 07:55:39+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
21,95,148,243,8,Kelsey Shipman,17,2016-09-19 07:07:57+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
22,355,307,662,5,Kelsey Shipman,18,2016-09-19 05:02:11+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
23,762,303,1065,11,Kelsey Shipman,27,2016-09-19 03:49:00+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
24,31,0,31,2,Kelsey Shipman,24,2016-09-19 03:37:36+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
25,0,1175,1175,13,Kelsey Shipman,16,2016-09-18 22:38:05+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
26,0,0,0,0,Kelsey Shipman,28,2016-09-18 22:23:35+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
27,507,76,583,17,Kelsey Shipman,29,2016-09-18 22:17:40+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
28,12740,4,12744,17,Kelsey Shipman,13,2016-09-16 23:39:29+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
29,8,0,8,1,Xavier Anani,14,2016-09-16 01:23:42+00:00,CSE2341-16F,SMUCSE2341,kelseyshipman
0,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,dyashy
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,sm-park
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,Somtobking
0,10885,18,10903,15,Legend,96,2017-02-04 02:41:25+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
1,9,9,18,1,Legend Begins,42,2017-02-03 18:06:58+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
2,9,9,18,1,Legend Begins,22,2017-02-03 18:05:25+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
3,67,19,86,8,Legend Begins,22,2017-02-03 17:56:23+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
4,0,0,0,5,Legend Begins,49,2017-02-01 19:00:27+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
5,10837,18,10855,15,Legend Begins,49,2017-02-01 18:09:25+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
6,842,0,842,12,Legend,75,2017-01-25 14:59:26+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
7,1,1,2,6,Legend Begins,43,2017-01-25 14:55:22+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
8,842,0,842,12,Legend Begins,43,2017-01-25 14:54:03+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
9,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,LegendBegins
0,1,1,2,1,bombodo,16,2017-01-25 04:23:06+00:00,CSE2341-17S,SMUCSE2341,bombodo
1,2,0,2,1,bombodo,16,2017-01-25 04:22:22+00:00,CSE2341-17S,SMUCSE2341,bombodo
2,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,bombodo
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,spullen
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,rasimon22
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,ciarashaw12
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,DilanTanner
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,AHancock9
0,1433,0,1433,25,superrocktopus,58,2017-02-06 10:37:39+00:00,CSE2341-17S,SMUCSE2341,superrocktopus
1,46,104,150,14,Henry Copeland,41,2017-02-06 10:26:27+00:00,CSE2341-17S,SMUCSE2341,superrocktopus
2,115,45,160,14,Henry Copeland,17,2017-02-06 07:20:13+00:00,CSE2341-17S,SMUCSE2341,superrocktopus
3,0,12,12,2,Henry Copeland,22,2017-02-06 05:03:35+00:00,CSE2341-17S,SMUCSE2341,superrocktopus
4,752,537,1289,33,Henry Copeland,8,2017-02-06 04:22:45+00:00,CSE2341-17S,SMUCSE2341,superrocktopus
5,1218,0,1218,12,Henry Copeland,12,2017-02-03 17:58:11+00:00,CSE2341-17S,SMUCSE2341,superrocktopus
6,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,superrocktopus
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,beatzm97
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,sillyvester
0,1219193,0,1219193,21,smutranchi,54,2017-03-27 10:04:06+00:00,CSE2341-17S,SMUCSE2341,smutranchi
1,19237,0,19237,40,smutranchi,54,2017-03-27 10:03:54+00:00,CSE2341-17S,SMUCSE2341,smutranchi
2,1,0,1,3,Chi Tran,19,2017-03-06 11:41:55+00:00,CSE2341-17S,SMUCSE2341,smutranchi
3,3,3,6,3,Chi Tran,6,2017-03-06 11:39:53+00:00,CSE2341-17S,SMUCSE2341,smutranchi
4,0,2,2,3,Chi Tran,6,2017-03-06 11:32:14+00:00,CSE2341-17S,SMUCSE2341,smutranchi
5,2,0,2,3,Chi Tran,6,2017-03-06 11:29:26+00:00,CSE2341-17S,SMUCSE2341,smutranchi
6,0,1,1,3,Chi Tran,16,2017-03-06 11:26:33+00:00,CSE2341-17S,SMUCSE2341,smutranchi
7,1,0,1,3,Chi Tran,24,2017-03-06 11:24:07+00:00,CSE2341-17S,SMUCSE2341,smutranchi
8,0,2,2,3,Chi Tran,24,2017-03-06 10:45:02+00:00,CSE2341-17S,SMUCSE2341,smutranchi
9,80,80,160,3,Chi Tran,24,2017-03-06 10:42:59+00:00,CSE2341-17S,SMUCSE2341,smutranchi
10,1,1,2,3,Chi Tran,24,2017-03-06 10:40:24+00:00,CSE2341-17S,SMUCSE2341,smutranchi
11,1,1,2,3,Chi Tran,22,2017-03-06 10:37:26+00:00,CSE2341-17S,SMUCSE2341,smutranchi
12,2,0,2,3,Chi Tran,27,2017-03-06 10:36:05+00:00,CSE2341-17S,SMUCSE2341,smutranchi
13,1,1,2,3,Chi Tran,12,2017-03-06 10:33:37+00:00,CSE2341-17S,SMUCSE2341,smutranchi
14,1,1,2,3,Chi Tran,8,2017-03-06 10:31:47+00:00,CSE2341-17S,SMUCSE2341,smutranchi
15,1207004,2,1207006,5,Chi Tran,7,2017-03-06 10:28:17+00:00,CSE2341-17S,SMUCSE2341,smutranchi
16,2,3,5,3,Chi Tran,24,2017-03-06 10:14:20+00:00,CSE2341-17S,SMUCSE2341,smutranchi
17,1,3,4,5,Chi Tran,22,2017-03-06 10:10:03+00:00,CSE2341-17S,SMUCSE2341,smutranchi
18,0,2,2,3,Chi Tran,21,2017-03-06 10:05:47+00:00,CSE2341-17S,SMUCSE2341,smutranchi
19,96,96,192,5,Chi Tran,21,2017-03-06 10:02:17+00:00,CSE2341-17S,SMUCSE2341,smutranchi
20,76,76,152,3,Chi Tran,21,2017-03-06 09:57:37+00:00,CSE2341-17S,SMUCSE2341,smutranchi
21,1,1,2,1,Chi Tran,25,2017-03-06 09:53:06+00:00,CSE2341-17S,SMUCSE2341,smutranchi
22,1,1,2,1,Chi Tran,23,2017-03-06 09:50:11+00:00,CSE2341-17S,SMUCSE2341,smutranchi
23,4,1350225,1350229,7,Chi Tran,20,2017-03-06 09:40:56+00:00,CSE2341-17S,SMUCSE2341,smutranchi
24,62,51,113,5,Chi Tran,21,2017-03-06 09:24:12+00:00,CSE2341-17S,SMUCSE2341,smutranchi
25,1350388,1000161,2350549,12,Chi Tran,21,2017-03-06 08:53:11+00:00,CSE2341-17S,SMUCSE2341,smutranchi
26,95,80,175,4,Chi Tran,21,2017-03-06 06:22:19+00:00,CSE2341-17S,SMUCSE2341,smutranchi
27,231,1629,1860,7,Chi Tran,21,2017-03-06 06:20:36+00:00,CSE2341-17S,SMUCSE2341,smutranchi
28,81,53,134,7,Chi Tran,21,2017-03-06 06:05:16+00:00,CSE2341-17S,SMUCSE2341,smutranchi
29,3,0,3,1,Chi Tran,21,2017-03-06 05:45:04+00:00,CSE2341-17S,SMUCSE2341,smutranchi
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,KPhaxay
0,10832,0,10832,7,Muaz Mohammed,30,2017-01-31 20:04:46+00:00,CSE2341-17S,SMUCSE2341,Matsilinen
1,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,Matsilinen
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,liberrhythm
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,Keedrin
0,11764,0,11764,11,justinledford,54,2017-02-24 17:13:47+00:00,CSE2341-17S,SMUCSE2341,ndenefe
1,377,359,736,2,Noah Denefe,5,2017-02-09 02:52:47+00:00,CSE2341-17S,SMUCSE2341,ndenefe
2,87,36,123,1,ndenefe,31,2017-02-06 03:08:50+00:00,CSE2341-17S,SMUCSE2341,ndenefe
3,26,11,37,1,ndenefe,33,2017-02-06 01:47:54+00:00,CSE2341-17S,SMUCSE2341,ndenefe
4,11,26,37,1,ndenefe,66,2017-02-06 01:45:46+00:00,CSE2341-17S,SMUCSE2341,ndenefe
5,36,91,127,1,ndenefe,60,2017-02-06 01:20:42+00:00,CSE2341-17S,SMUCSE2341,ndenefe
